contactDate,beat,encounterType,reasonForEncounter,resultOfEncounter,search,typeOfSearch,resultOfSearch,race,sex
1/6/15,07X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Female
1/6/15,11X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
1/6/15,10X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/6/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,33X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/6/15,17X,Pedestrian,Probation/Parole,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
1/6/15,21X,Pedestrian,Probable Cause,Felony Arrest,Yes,P/C,None,Afr American,Male
1/6/15,17Y,Vehicle,Probable Cause,FI Report,No,No,No,Asian,Male
1/6/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/6/15,30X,Vehicle,Probable Cause,FI Report,Yes,Consent,None,Afr American,Male
1/6/15,18Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,30X,Vehicle,Traffic Violation,FI Report,Yes,Consent,None,Afr American,Male
1/6/15,30X,Vehicle,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Male
1/6/15,26Y,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
1/6/15,26Y,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
1/6/15,26Y,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
1/6/15,06X,Vehicle,Traffic Violation,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
1/6/15,17X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
1/6/15,17X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Other,Male
1/6/15,17X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
1/6/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,07X,Pedestrian,Reasonable Suspicion,Citation,Yes,P/C,Yes,Hispanic,Male
1/6/15,34X,Vehicle,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/6/15,34X,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Female
1/6/15,34X,Vehicle,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/6/15,32X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,33X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/6/15,33X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/6/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,30X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,32Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
1/6/15,33X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
1/6/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/6/15,20X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/6/15,06X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
1/6/15,03Y,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Male
1/6/15,02X,Vehicle,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/6/15,06X,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Male
1/6/15,06X,Vehicle,Probation/Parole,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
1/6/15,01X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Female
1/6/15,04X,Vehicle,Traffic Violation,Felony Arrest,Yes,P/C,Yes,Afr American,Male
1/6/15,04X,Vehicle,Traffic Violation,Felony Arrest,Yes,P/C,None,Afr American,Male
1/6/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/6/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/6/15,18Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/6/15,27Y,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Hispanic,Male
1/6/15,21X,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,21X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Female
1/6/15,21X,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,25X,Vehicle,Reasonable Suspicion,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
1/6/15,25X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
1/6/15,31Y,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,31Y,Vehicle,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/6/15,30X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,03Y,Pedestrian,Probable Cause,Felony Arrest,Yes,P/C,None,Hispanic,Female
1/6/15,04X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
1/6/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
1/6/15,02X,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/6/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/6/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
1/6/15,08X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,35Y,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
1/6/15,02X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/6/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,02X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
1/6/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,19X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
1/6/15,20X,Vehicle,Traffic Violation,Citation,Yes,P/C,None,Hispanic,Male
1/6/15,17Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,White,Male
1/6/15,20X,Bicycle,Traffic Violation,Warning,Yes,Consent,None,White,Male
1/6/15,17Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Hispanic,Female
1/6/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
1/6/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
1/6/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,06X,Bicycle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/6/15,05X,Vehicle,Traffic Violation,Citation,Yes,P/C,None,White,Male
1/6/15,01X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
1/6/15,15X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
1/6/15,06X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/6/15,31Y,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Hispanic,Male
1/6/15,07X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Female
1/6/15,34X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/6/15,04X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
1/6/15,09X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
1/6/15,03X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/6/15,04X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
1/6/15,22X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/6/15,14X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/6/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
1/6/15,18Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
1/6/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/6/15,33X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/7/15,18Y,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
1/7/15,31X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/7/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/7/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,23X,Pedestrian,Consensual Encounter,FI Report,No,No,No,White,Male
1/7/15,23X,Pedestrian,Consensual Encounter,FI Report,No,No,No,White,Female
1/7/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
1/7/15,13X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Female
1/7/15,12Y,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/7/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/7/15,12Y,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/7/15,14X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
1/7/15,18X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/7/15,18X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Female
1/7/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,12Y,Vehicle,Probable Cause,FI Report,Yes,Weapons,None,Asian,Male
1/7/15,11X,Vehicle,Probable Cause,FI Report,Yes,Weapons,None,Asian,Male
1/7/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,07X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
1/7/15,07X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Prob./Parole,None,Afr American,Female
1/7/15,02X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/7/15,04X,Bicycle,Probable Cause,Warning,No,No,No,White,Male
1/7/15,06X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,White,Male
1/7/15,06X,Vehicle,Traffic Violation,FI Report,Yes,Consent,None,White,Male
1/7/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
1/7/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/7/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
1/7/15,29X,Pedestrian,Reasonable Suspicion,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/7/15,18X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Hispanic,Female
1/7/15,16Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
1/7/15,16X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
1/7/15,16Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
1/7/15,18X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
1/7/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/7/15,18X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Other,Male
1/7/15,16Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
1/7/15,07X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
1/7/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/7/15,20X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/7/15,23X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Other,Female
1/7/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
1/7/15,32X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Male
1/7/15,33X,Vehicle,Consensual Encounter,FI Report,No,No,No,Hispanic,Male
1/7/15,32X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Male
1/7/15,20X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/7/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/7/15,19X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Other,Male
1/7/15,26X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
1/7/15,02Y,Vehicle,Probation/Parole,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
1/7/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/7/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,29X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/7/15,20X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Other,Female
1/7/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Female
1/7/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Hispanic,Female
1/7/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
1/7/15,03X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/7/15,03X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/7/15,03X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/7/15,21X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Asian,Male
1/7/15,21X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Asian,Male
1/7/15,08X,Pedestrian,Probable Cause,FI Report,No,No,No,White,Male
1/7/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/7/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/7/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,01X,Pedestrian,Probable Cause,FI Report,No,No,No,Asian,Male
1/7/15,06X,Other,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/7/15,23X,Vehicle,Traffic Violation,Warning,Yes,Consent,None,Other,Male
1/7/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
1/7/15,12X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Female
1/7/15,05X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
1/7/15,18Y,Vehicle,Traffic Violation,Warning,Yes,Weapons,Yes,Afr American,Male
1/7/15,18X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/7/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Prob./Parole,Yes,Asian,Male
1/7/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
1/7/15,23X,Pedestrian,Probable Cause,Citation,Yes,Consent,None,Hispanic,Male
1/7/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
1/7/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
1/7/15,05Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/7/15,02Y,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Female
1/7/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,30Y,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Prob./Parole,None,Afr American,Male
1/7/15,30Y,Vehicle,Traffic Violation,FI Report,Yes,Consent,None,Afr American,Male
1/7/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/7/15,03Y,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/7/15,29X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Male
1/7/15,08X,Pedestrian,Reasonable Suspicion,Warning,Yes,Weapons,None,Asian,Male
1/7/15,12X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Afr American,Male
1/7/15,12X,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
1/7/15,04X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/7/15,03X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
1/7/15,19X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Hispanic,Male
1/7/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/7/15,19X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/7/15,24X,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
1/7/15,24Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
1/7/15,24X,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
1/7/15,32Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/8/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
1/8/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/8/15,18X,Bicycle,Consensual Encounter,FI Report,No,No,No,Asian,Female
1/8/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
1/8/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/8/15,20X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Male
1/8/15,08X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
1/8/15,08X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Female
1/8/15,12X,Bicycle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/8/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
1/8/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
1/8/15,18X,Vehicle,Consensual Encounter,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/8/15,31Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/8/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
1/8/15,27Y,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
1/8/15,08X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
1/8/15,03X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Female
1/8/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
1/8/15,10X,Bicycle,Consensual Encounter,Warning,No,No,No,Afr American,Male
1/8/15,35Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/8/15,32Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/8/15,24Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
1/8/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/8/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/8/15,35X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/8/15,29X,Vehicle,Probation/Parole,FI Report,Yes,Weapons,None,Afr American,Male
1/8/15,29X,Vehicle,Probation/Parole,FI Report,Yes,Weapons,None,Afr American,Male
1/8/15,29X,Vehicle,Probation/Parole,FI Report,Yes,Weapons,None,Afr American,Male
1/8/15,29X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/8/15,29X,Pedestrian,Probable Cause,FI Report,Yes,Weapons,None,Afr American,Male
1/8/15,34X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Female
1/8/15,22X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
1/8/15,20X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/8/15,20X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/8/15,10X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
1/8/15,21Y,Bicycle,Probable Cause,Warning,No,No,No,Afr American,Male
1/8/15,21Y,Bicycle,Probable Cause,Warning,No,No,No,Afr American,Male
1/8/15,21Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
1/8/15,21X,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
1/8/15,21Y,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,Asian,Male
1/8/15,17Y,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
1/8/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
1/8/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/8/15,18X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
1/8/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
1/8/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Male
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Female
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
1/8/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Hispanic,Male
1/8/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
1/8/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
1/8/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
1/8/15,24X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
1/8/15,29X,Other,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/8/15,29X,Other,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
1/8/15,19X,Other,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
1/8/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
1/8/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
1/8/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
1/8/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
1/8/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
